-2 	PCBg3 
256 	29 	27 	5.00 

257	257	257	257	257	257	257	62	63	64	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	57	58	59	60	61	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	2	1	52	53	54	55	56	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	6	5	4	3	47	48	49	50	51	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
11	10	9	8	7	42	43	44	45	46	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
16	15	14	13	12	37	38	39	40	41	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
21	20	19	18	17	33	34	35	36	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
26	25	24	23	22	188	185	182	179	176	173	170	167	164	257	257	257	257	65	66	67	68	69	70	71	72	73	257	257
29	28	27	192	191	189	186	183	180	177	174	171	168	165	162	161	74	75	76	77	78	79	80	81	82	83	84	85	86
32	31	30	98	97	190	187	184	181	178	175	172	169	166	163	257	257	87	88	89	90	91	92	93	94	95	96	193	194
257	257	257	257	132	129	125	121	117	113	109	105	101	99	257	257	257	257	195	197	201	205	209	213	217	221	225	228	257
257	257	257	257	257	130	126	122	118	114	110	106	102	100	257	257	257	257	196	198	202	206	210	214	218	222	226	257	257
257	257	257	257	257	131	127	123	119	115	111	107	103	257	257	257	257	257	257	199	203	207	211	215	219	223	227	257	257
257	257	257	257	257	257	128	124	120	116	112	108	104	257	257	257	257	257	257	200	204	208	212	216	220	224	257	257	257
257	257	257	257	257	257	158	153	148	143	138	134	133	257	257	257	257	257	257	229	230	234	239	244	249	254	257	257	257
257	257	257	257	257	257	159	154	149	144	139	135	257	257	257	257	257	257	257	257	231	235	240	245	250	255	257	257	257
257	257	257	257	257	257	160	155	150	145	140	136	257	257	257	257	257	257	257	257	232	236	241	246	251	256	257	257	257
257	257	257	257	257	257	257	156	151	146	141	137	257	257	257	257	257	257	257	257	233	237	242	247	252	257	257	257	257
257	257	257	257	257	257	257	157	152	147	142	257	257	257	257	257	257	257	257	257	257	238	243	248	253	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
